"fixture_id,match_group_id,home,away"
"729,48,Rhinos,Shadow"
"730,48,Demolition,Pirates"
"793,48,Hive,Foxes"
"794,48,Flames,Demolition"
"795,48,Elite,Rhinos"
"796,48,Tyrants,Bears"
"693,43,Foxes,Hawks"
"694,43,Puffins,Hive"
"695,43,Sabres,Aviators"
"696,43,Wolves,Ducks"
"697,43,Express,Hurricanes"
"698,43,Jets,Lightning"
"699,43,Knights,Blizzard"
"700,43,Spartans,Eclipse"
"701,43,Comets,Shadow"
"702,43,Spectre,Flames"
"703,43,Wizards,Pandas"
"704,43,Bears,Elite"
"705,43,Outlaws,Tyrants"
"706,43,Pirates,Bulls"
"731,43,Blizzard,Hurricanes"
"732,43,Hive,Ducks"
"733,43,Demolition,Spartans"
"734,43,Pirates,Rhinos"
"735,43,Shadow,Flames"
"797,43,Demolition,Sharks"
"798,43,Rhinos,Dodgers"
"707,45,Aviators,Wolves"
"708,45,Ducks,Foxes"
"709,45,Hawks,Puffins"
"710,45,Hive,Sabres"
"711,45,Eclipse,Express"
"712,45,Hurricanes,Jets"
"736,45,Dodgers,Bears"
"737,45,Elite,Outlaws"
"738,45,Tyrants,Pirates"
"739,45,Flames,Wizards"
"740,45,Pandas,Comets"
"741,45,Shadow,Demolition"
"742,45,Sharks,Spectre"
"743,45,Bulls,Rhinos"
"799,45,Shadow,Pirates"
"800,45,Rhinos,Hive"
"801,45,Flames,Demolition"
"802,45,Ducks,Hurricanes"
"803,45,Blizzard,Spartans"
"804,45,Lightning,Knights"
"744,44,Pandas,Shadow"
"745,44,Sharks,Flames"
"746,44,Outlaws,Pirates"
"747,44,Hive,Aviators"
"748,44,Ducks,Hawks"
"749,44,Puffins,Sabres"
"750,44,Lightning,Blizzard"
"751,44,Eclipse,Hurricanes"
"752,44,Spartans,Express"
"753,44,Rhinos,Bears"
"754,44,Dodgers,Elite"
"755,44,Tyrants,Bulls"
"756,44,Wizards,Comets"
"805,44,Demolition,Spectre"
"806,44,Wolves,Foxes"
"807,44,Jets,Knights"
"808,44,Hurricanes,Hive"
"809,44,Spartans,Ducks"
"810,44,Flames,Blizzard"
"811,44,Pirates,Demolition"
"812,44,Rhinos,Shadow"
"757,49,Pandas,Sharks"
"758,49,Flames,Shadow"
"759,49,Demolition,Wizards"
"760,49,Comets,Spectre"
"761,49,Dodgers,Tyrants"
"762,49,Outlaws,Rhinos"
"763,49,Bears,Pirates"
"764,49,Ducks,Hive"
"765,49,Aviators,Hawks"
"766,49,Foxes,Sabres"
"767,49,Eclipse,Lightning"
"768,49,Blizzard,Hurricanes"
"769,49,Jets,Spartans"
"813,49,Express,Knights"
"814,49,Hive,Spartans"
"815,49,Demolition,Rhinos"
"816,49,Pirates,Flames"
"817,49,Shadow,Hurricanes"
"818,49,Ducks,Blizzard"
"819,49,Bulls,Elite"
"820,49,Puffins,Wolves"
"770,46,Foxes,Puffins"
"771,46,Aviators,Ducks"
"772,46,Hurricanes,Lightning"
"773,46,Blizzard,Eclipse"
"774,46,Express,Jets"
"775,46,Hawks,Hive"
"776,46,Bears,Outlaws"
"777,46,Pirates,Rhinos"
"821,46,Spartans,Hurricanes"
"822,46,Flames,Rhinos"
"823,46,Demolition,Shadow"
"824,46,Pirates,Ducks"
"825,46,Sabres,Wolves"
"826,46,Knights,Spartans"
"827,46,Bulls,Dodgers"
"828,46,Elite,Tyrants"
"829,46,Comets,Demolition"
"830,46,Spectre,Wizards"
"831,46,Flames,Pandas"
"832,46,Shadow,Sharks"
"833,46,Blizzard,Hive"
"834,50,Outlaws,Pirates"
"835,50,Tyrants,Dodgers"
"836,50,Shadow,Comets"
"837,50,Puffins,Ducks"
"838,50,Hawks,Foxes"
"839,50,Lightning,Spartans"
"840,50,Dodgers,Tyrants"
"841,50,Shadow,Wizards"
"842,50,Sabres,Foxes"
"843,50,Eclipse,Express"
"844,50,Outlaws,Shadow"
"845,50,Tyrants,Bears"
"846,50,Flames,Dodgers"
"847,50,Hurricanes,Wolves"
"848,50,Spectre,Rhinos"
"849,50,Dodgers,Bulls"
"850,50,Bears,Shadow"
"851,50,Express,Spartans"
"852,50,Hurricanes,Foxes"
"853,50,Wolves,Hawks"
"854,50,Shadow,Dodgers"
"855,50,Hive,Lightning"
"856,50,Ducks,Aviators"
"857,50,Blizzard,Wolves"
"858,50,Demolition,Pandas"
"859,50,Outlaws,Comets"
"860,50,Sabres,Aviators"
"861,50,Flames,Tyrants"
"862,50,Puffins,Foxes"
"863,50,Lightning,Express"
"864,50,Hurricanes,Hive"
"865,50,Bulls,Pandas"
"866,50,Blizzard,Knights"
"867,50,Sharks,Flames"
"868,52,Elite,Dodgers"
"869,52,Outlaws,Bears"
"870,52,Hurricanes,Spartans"
"871,52,Express,Eclipse"
"872,52,Outlaws,Elite"
"873,52,Dodgers,Tyrants"
"874,52,Spartans,Knights"
"875,52,Eclipse,Lightning"
"876,52,Flames,Demolition"
"877,52,Shadow,Rhinos"
"878,52,Hurricanes,Blizzard"
"879,52,Rhinos,Flames"
"880,52,Tyrants,Wizards"
"881,52,Blizzard,Sabres"
"882,52,Demolition,Shadow"
"883,52,Pandas,Bears"
"884,52,Blizzard,Wolves"
"885,52,Ducks,Hurricanes"
"886,52,Ducks,Express"
"887,52,Express,Hurricanes"
"888,52,Pandas,Tyrants"
"889,52,Pirates,Comets"
"890,52,Blizzard,Hawks"
"891,52,Ducks,Lightning"
"892,52,Bears,Outlaws"
"893,52,Wolves,Aviators"
"894,52,Lightning,Blizzard"
"895,52,Blizzard,Lightning"
"896,52,Foxes,Hurricanes"
"897,52,Lightning,Aviators"
"898,52,Knights,Blizzard"
"899,52,Wizards,Outlaws"
"900,52,Comets,Bears"
"901,52,Spectre,Dodgers"
"902,53,Rhinos,Demolition"
"903,53,Lightning,Blizzard"
"904,53,Dodgers,Bears"
"905,53,Lightning,Wolves"
"906,53,Pandas,Bears"
"907,53,Flames,Rhinos"
"908,53,Hive,Hurricanes"
"909,53,Outlaws,Dodgers"
"910,53,Hurricanes,Eclipse"
"911,53,Tyrants,Elite"
"912,53,Spartans,Lightning"
"913,53,Rhinos,Tyrants"
"914,53,Blizzard,Ducks"
"915,53,Demolition,Bears"
"916,53,Blizzard,Hurricanes"
"917,53,Pirates,Tyrants"
"918,53,Wizards,Dodgers"
"919,54,Rhinos,Hurricanes"
"920,54,Hive,Rhinos"
"921,54,Hurricanes,Dodgers"
"922,54,Spartans,Elite"
"923,54,Rhinos,Blizzard"
"924,54,Demolition,Hurricanes"
"925,54,Blizzard,Tyrants"
"926,54,Bears,Hurricanes"
"927,54,Lightning,Dodgers"
"928,67,Rhinos,Bears"
"929,67,Jets,Knights"
"930,67,Spartans,Express"
"931,67,Ducks,Hawks"
"932,67,Hive,Aviators"
"933,67,Puffins,Sabres"
"934,67,Wolves,Foxes"
"935,67,Eclipse,Hurricanes"
"936,67,Lightning,Blizzard"
"937,67,Demolition,Spectre"
"938,67,Wizards,Comets"
"939,67,Outlaws,Pirates"
"940,67,Pandas,Shadow"
"941,67,Sharks,Flames"
"942,67,Dodgers,Elite"
"943,67,Tyrants,Bulls"
"944,67,Rhinos,Dodgers"
"945,67,Flames,Pandas"
"946,67,Wolves,Shadow"
"947,67,Sabres,Blizzard"
"948,67,Hurricanes,Lightning"
"949,68,Sabres,Wolves"
"950,68,Blizzard,Eclipse"
"951,68,Hurricanes,Lightning"
"952,68,Comets,Demolition"
"953,68,Spectre,Wizards"
"954,68,Bears,Outlaws"
"955,68,Pirates,Rhinos"
"956,68,Flames,Pandas"
"957,68,Shadow,Sharks"
"958,68,Bulls,Dodgers"
"959,68,Elite,Tyrants"
"960,68,Foxes,Puffins"
"961,68,Hawks,Hive"
"962,68,Aviators,Ducks"
"963,68,Knights,Spartans"
"964,68,Express,Jets"
"965,68,Blizzard,Wolves"
"966,68,Lightning,Pandas"
"967,68,Sabres,Hurricanes"
"968,68,Dodgers,Shadow"
"969,68,Rhinos,Flames"
"970,69,Pirates,Bears"
"971,69,Rhinos,Outlaws"
"972,69,Shadow,Flames"
"973,69,Sharks,Pandas"
"974,69,Elite,Bulls"
"975,69,Tyrants,Dodgers"
"976,69,Knights,Express"
"977,69,Spartans,Jets"
"978,69,Hawks,Aviators"
"979,69,Hive,Ducks"
"980,69,Sabres,Foxes"
"981,69,Wolves,Puffins"
"982,69,Hurricanes,Blizzard"
"983,69,Lightning,Eclipse"
"984,69,Spectre,Comets"
"985,69,Wizards,Demolition"
"986,69,Blizzard,Dodgers"
"987,69,Lightning,Sabres"
"988,69,Wolves,Hurricanes"
"989,69,Pandas,Rhinos"
"990,70,Spectre,Pirates"
"991,70,Wizards,Rhinos"
"992,70,Foxes,Blizzard"
"993,70,Puffins,Eclipse"
"994,70,Sabres,Hurricanes"
"995,70,Wolves,Lightning"
"996,70,Express,Aviators"
"997,70,Jets,Ducks"
"998,70,Knights,Hawks"
"999,70,Spartans,Hive"
"1000,70,Flames,Bulls"
"1001,70,Pandas,Dodgers"
"1002,70,Shadow,Elite"
"1003,70,Sharks,Tyrants"
"1004,70,Comets,Bears"
"1005,70,Demolition,Outlaws"
"1006,70,Hurricanes,Blizzard"
"1007,70,Shadow,Pandas"
"1008,70,Flames,Dodgers"
"1009,70,Sabres,Rhinos"
"1010,71,Blizzard,Puffins"
"1011,71,Aviators,Jets"
"1012,71,Ducks,Knights"
"1013,71,Hawks,Spartans"
"1014,71,Hive,Express"
"1015,71,Dodgers,Shadow"
"1016,71,Elite,Sharks"
"1017,71,Tyrants,Flames"
"1018,71,Bears,Demolition"
"1019,71,Outlaws,Spectre"
"1020,71,Pirates,Wizards"
"1021,71,Rhinos,Comets"
"1022,71,Bulls,Pandas"
"1023,71,Eclipse,Sabres"
"1024,71,Hurricanes,Wolves"
"1025,71,Lightning,Foxes"
"1026,71,Hurricanes,Flames"
"1027,71,Lightning,Blizzard"
"1028,71,Sabres,Wolves"
"1029,71,Dodgers,Pandas"
"1030,71,Rhinos,Shadow"
"1031,72,Comets,Pirates"
"1032,72,Wolves,Eclipse"
"1033,72,Jets,Hive"
"1034,72,Knights,Aviators"
"1035,72,Spartans,Ducks"
"1036,72,Flames,Elite"
"1037,72,Pandas,Tyrants"
"1038,72,Foxes,Hurricanes"
"1039,72,Puffins,Lightning"
"1040,72,Express,Hawks"
"1041,72,Shadow,Bulls"
"1042,72,Sharks,Dodgers"
"1043,72,Sabres,Blizzard"
"1044,72,Demolition,Rhinos"
"1045,72,Spectre,Bears"
"1046,72,Wizards,Outlaws"
"1047,72,Shadow,Flames"
"1048,72,Pandas,Rhinos"
"1049,72,Dodgers,Wolves"
"1050,72,Lightning,Hurricanes"
"1051,72,Blizzard,Sabres"
"1052,73,Bears,Wizards"
"1053,73,Outlaws,Comets"
"1054,73,Pirates,Demolition"
"1055,73,Hive,Knights"
"1056,73,Hawks,Jets"
"1057,73,Ducks,Express"
"1058,73,Aviators,Spartans"
"1059,73,Lightning,Sabres"
"1060,73,Hurricanes,Puffins"
"1061,73,Blizzard,Wolves"
"1062,73,Eclipse,Foxes"
"1063,73,Rhinos,Spectre"
"1064,73,Bulls,Sharks"
"1065,73,Shadow,Pandas"
"1066,73,Rhinos,Lightning"
"1067,73,Flames,Dodgers"
"1068,73,Hurricanes,Sabres"
"1069,73,Dodgers,Flames"
"1070,73,Elite,Pandas"
"1071,73,Tyrants,Shadow"
"1072,74,Ducks,Hive"
"1073,74,Foxes,Sabres"
"1074,74,Puffins,Wolves"
"1075,74,Blizzard,Hurricanes"
"1076,74,Eclipse,Lightning"
"1077,74,Comets,Spectre"
"1078,74,Demolition,Wizards"
"1079,74,Bears,Pirates"
"1080,74,Outlaws,Rhinos"
"1081,74,Flames,Shadow"
"1082,74,Pandas,Sharks"
"1083,74,Bulls,Elite"
"1084,74,Dodgers,Tyrants"
"1085,74,Express,Knights"
"1086,74,Jets,Spartans"
"1087,74,Aviators,Hawks"
"1088,74,Sabres,Lightning"
"1089,74,Wolves,Hurricanes"
"1090,74,Flames,Blizzard"
"1091,74,Rhinos,Shadow"
"1092,74,Pandas,Dodgers"
"1093,75,Puffins,Foxes"
"1094,75,Hive,Hawks"
"1095,75,Jets,Express"
"1096,75,Sharks,Shadow"
"1097,75,Pandas,Flames"
"1098,75,Rhinos,Pirates"
"1099,75,Outlaws,Bears"
"1100,75,Wizards,Spectre"
"1101,75,Demolition,Comets"
"1102,75,Lightning,Hurricanes"
"1103,75,Eclipse,Blizzard"
"1104,75,Wolves,Sabres"
"1105,75,Ducks,Aviators"
"1106,75,Spartans,Knights"
"1107,75,Tyrants,Elite"
"1108,75,Dodgers,Bulls"
"1109,75,Shadow,Sabres"
"1110,75,Dodgers,Rhinos"
"1111,75,Lightning,Wolves"
"1112,75,Hurricanes,Blizzard"
"1113,76,Hurricanes,Eclipse"
"1114,76,Blizzard,Lightning"
"1115,76,Sabres,Puffins"
"1116,76,Foxes,Wolves"
"1117,76,Hawks,Ducks"
"1118,76,Aviators,Hive"
"1119,76,Knights,Jets"
"1120,76,Express,Spartans"
"1121,76,Pirates,Outlaws"
"1122,76,Spectre,Demolition"
"1123,76,Comets,Wizards"
"1124,76,Pandas,Hurricanes"
"1125,76,Flames,Rhinos"
"1126,76,Dodgers,Shadow"
"1127,76,Wolves,Sabres"
"1128,76,Elite,Dodgers"
"1129,76,Bulls,Tyrants"
"1130,76,Shadow,Pandas"
"1131,76,Flames,Sharks"
"1132,76,Bears,Rhinos"
"1133,77,Outlaws,Pandas"
"1134,77,Ducks,Eclipse"
"1135,78,Outlaws,Bears"
"1136,78,Tyrants,Wizards"
"1137,78,Hawks,Aviators"
"1138,78,Blizzard,Knights"
"1139,78,Wizards,Tyrants"
"1140,78,Ducks,Hive"
"1141,78,Wolves,Eclipse"
"1142,78,Rhinos,Outlaws"
"1143,78,Bulls,Flames"
"1144,78,Comets,Spectre"
"1145,78,Puffins,Wolves"
"1146,78,Pirates,Rhinos"
"1147,78,Puffins,Eclipse"
"1148,78,Bulls,Outlaws"
"1149,78,Hawks,Express"
"1150,78,Comets,Flames"
"1151,78,Aviators,Hawks"
"1152,78,Knights,Puffins"
"1153,78,Outlaws,Comets"
"1154,78,Bulls,Elite"
"1155,78,Demolition,Shadow"
"1156,78,Lightning,Wolves"
"1157,78,Foxes,Puffins"
"1158,78,Outlaws,Spectre"
"1159,78,Flames,Rhinos"
"1160,78,Comets,Tyrants"
"1161,78,Sharks,Spectre"
"1162,78,Express,Sabres"
"1163,78,Hurricanes,Ducks"
"1164,78,Puffins,Lightning"
"1165,78,Spartans,Wolves"
"1166,78,Foxes,Jets"
"1167,78,Pirates,Dodgers"
"1170,78,Wizards,Pandas"
"1171,78,Spartans,Eclipse"
"1172,80,Rhinos,Dodgers"
"1173,80,Spartans,Aviators"
"1174,80,Bears,Pirates"
"1175,80,Spectre,Outlaws"
"1176,80,Knights,Aviators"
"1177,80,Ducks,Spartans"
"1178,80,Hurricanes,Lightning"
"1179,80,Pandas,Rhinos"
"1180,80,Wizards,Bulls"
"1181,80,Express,Puffins"
"1182,80,Ducks,Blizzard"
"1183,80,Tyrants,Pandas"
"1184,80,Express,Wolves"
"1185,80,Foxes,Hive"
"1186,80,Bulls,Rhinos"
"1187,80,Aviators,Sabres"
"1188,80,Outlaws,Tyrants"
"1189,80,Puffins,Hawks"
"1190,80,Bears,Wizards"
"1191,80,Blizzard,Lightning"
"1192,80,Blizzard,Jets"
"1193,80,Spartans,Hawks"
"1194,80,Flames,Pirates"
"1195,80,Comets,Bulls"
"1196,80,Hawks,Express"
"1197,80,Rhinos,Flames"
"1198,80,Comets,Rhinos"
"1199,80,Outlaws,Bulls"
"1200,80,Dodgers,Spectre"
"1201,80,Blizzard,Eclipse"
"1202,80,Hawks,Wolves"
"1203,80,Pandas,Bears"
"1204,80,Comets,Tyrants"
"1205,80,Puffins,Hurricanes"
"1206,80,Sharks,Shadow"
"1207,81,Hawks,Aviators"
"1208,81,Bears,Spectre"
"1209,81,Spartans,Aviators"
"1210,81,Bears,Rhinos"
"1211,81,Blizzard,Hawks"
"1212,81,Bulls,Pirates"
"1213,81,Hurricanes,Sabres"
"1214,81,Tyrants,Dodgers"
"1215,81,Blizzard,Wolves"
"1216,81,Comets,Bears"
"1217,81,Wizards,Rhinos"
"1218,81,Flames,Dodgers"
"1219,81,Wolves,Hurricanes"
"1220,81,Pandas,Flames"
"1221,81,Sabres,Blizzard"
"1222,81,Bulls,Tyrants"
"1223,81,Express,Hive"
"1224,81,Bulls,Shadow"
"1225,81,Express,Blizzard"
"1226,82,Bears,Hawks"
"1227,82,Bears,Aviators"
"1228,82,Blizzard,Bulls"
"1229,82,Hurricanes,Dodgers"
"1230,82,Blizzard,Comets"
"1231,82,Blizzard,Wizards"
"1232,82,Express,Bulls"
"1233,82,Pandas,Blizzard"
"5984,211,Foxes,Sabres"
"5985,211,Wolves,Puffins"
"5986,211,Aviators,Hawks"
"5987,211,Hive,Ducks"
"5988,211,Express,Knights"
"5989,211,Spartans,Jets"
"5990,211,Blizzard,Hurricanes"
"5991,211,Lightning,Eclipse"
"5992,211,Comets,Spectre"
"5993,211,Wizards,Demolition"
"5994,211,Flames,Shadow"
"5995,211,Sharks,Pandas"
"5996,211,Bears,Pirates"
"5997,211,Rhinos,Outlaws"
"5998,211,Bulls,Elite"
"5999,211,Tyrants,Dodgers"
"6000,211,Bears,Rhinos"
"6001,211,Shadow,Outlaws"
"6037,212,Knights,Jets"
"6038,212,Sabres,Puffins"
"6039,212,Wolves,Foxes"
"6040,212,Hawks,Ducks"
"6041,212,Spartans,Express"
"6042,212,Hurricanes,Eclipse"
"6043,212,Spectre,Demolition"
"6044,212,Wizards,Comets"
"6045,212,Shadow,Pandas"
"6046,212,Pirates,Outlaws"
"6047,212,Rhinos,Bears"
"6048,212,Tyrants,Bulls"
"6049,212,Rhinos,Outlaws"
"6050,212,Shadow,Bears"
"6051,212,Elite,Dodgers"
"6052,212,Hive,Aviators"
"6053,212,Lightning,Blizzard"
"6054,212,Sharks,Flames"
"5949,213,Puffins,Foxes"
"5950,213,Sabres,Wolves"
"5951,213,Ducks,Aviators"
"5952,213,Hawks,Hive"
"5953,213,Jets,Express"
"5954,213,Knights,Spartans"
"5955,213,Eclipse,Blizzard"
"5956,213,Spectre,Wizards"
"5957,213,Pandas,Flames"
"5958,213,Shadow,Sharks"
"5959,213,Outlaws,Bears"
"5960,213,Pirates,Rhinos"
"5961,213,Dodgers,Bulls"
"5962,213,Elite,Tyrants"
"5963,213,Rhinos,Shadow"
"5964,213,Demolition,Comets"
"5965,213,Hurricanes,Lightning"
"6073,210,Express,Blizzard"
"6074,210,Jets,Eclipse"
"6075,210,Spartans,Lightning"
"6076,210,Foxes,Aviators"
"6077,210,Puffins,Ducks"
"6078,210,Sabres,Hawks"
"6079,210,Wolves,Hive"
"6080,210,Bears,Bulls"
"6081,210,Pirates,Elite"
"6082,210,Rhinos,Tyrants"
"6083,210,Comets,Flames"
"6084,210,Spectre,Shadow"
"6085,210,Wizards,Sharks"
"6086,210,Rhinos,Elite"
"6087,210,Shadow,Tyrants"
"6088,210,Demolition,Pandas"
"6089,210,Outlaws,Dodgers"
"6090,210,Knights,Hurricanes"
"5931,204,Blizzard,Jets"
"5932,204,Hurricanes,Spartans"
"5933,204,Lightning,Express"
"5934,204,Aviators,Puffins"
"5935,204,Ducks,Sabres"
"5936,204,Hive,Foxes"
"5937,204,Bulls,Outlaws"
"5938,204,Dodgers,Pirates"
"5939,204,Elite,Rhinos"
"5940,204,Tyrants,Bears"
"5941,204,Pandas,Spectre"
"5942,204,Dodgers,Rhinos"
"5943,204,Elite,Shadow"
"5944,204,Eclipse,Knights"
"5945,204,Hawks,Wolves"
"5946,204,Flames,Demolition"
"5947,204,Shadow,Wizards"
"5948,204,Sharks,Comets"
"6019,205,Express,Hurricanes"
"6020,205,Jets,Lightning"
"6021,205,Foxes,Hawks"
"6022,205,Puffins,Hive"
"6023,205,Sabres,Aviators"
"6024,205,Wolves,Ducks"
"6025,205,Bears,Elite"
"6026,205,Outlaws,Tyrants"
"6027,205,Pirates,Bulls"
"6028,205,Rhinos,Dodgers"
"6029,205,Comets,Shadow"
"6030,205,Demolition,Sharks"
"6031,205,Spectre,Flames"
"6032,205,Wizards,Pandas"
"6033,205,Shadow,Dodgers"
"6034,205,Rhinos,Bulls"
"6035,205,Knights,Blizzard"
"6036,205,Spartans,Eclipse"
"5966,206,Blizzard,Spartans"
"5967,206,Eclipse,Express"
"5968,206,Hurricanes,Jets"
"5969,206,Lightning,Knights"
"5970,206,Aviators,Wolves"
"5971,206,Ducks,Foxes"
"5972,206,Hawks,Puffins"
"5973,206,Hive,Sabres"
"5974,206,Dodgers,Bears"
"5975,206,Elite,Outlaws"
"5976,206,Flames,Wizards"
"5977,206,Pandas,Comets"
"5978,206,Shadow,Demolition"
"5979,206,Sharks,Spectre"
"5980,206,Bulls,Shadow"
"5981,206,Tyrants,Rhinos"
"5982,206,Bulls,Rhinos"
"5983,206,Tyrants,Pirates"
"6002,207,Foxes,Puffins"
"6003,207,Wolves,Sabres"
"6004,207,Aviators,Ducks"
"6005,207,Express,Jets"
"6006,207,Spartans,Knights"
"6007,207,Blizzard,Eclipse"
"6008,207,Lightning,Hurricanes"
"6009,207,Flames,Pandas"
"6010,207,Sharks,Shadow"
"6011,207,Bears,Outlaws"
"6012,207,Rhinos,Pirates"
"6013,207,Bulls,Dodgers"
"6014,207,Tyrants,Elite"
"6015,207,Shadow,Rhinos"
"6016,207,Hive,Hawks"
"6017,207,Comets,Demolition"
"6018,207,Wizards,Spectre"
"6055,208,Foxes,Wolves"
"6056,208,Ducks,Hawks"
"6057,208,Express,Spartans"
"6058,208,Jets,Knights"
"6059,208,Blizzard,Lightning"
"6060,208,Eclipse,Hurricanes"
"6061,208,Comets,Wizards"
"6062,208,Demolition,Spectre"
"6063,208,Pandas,Shadow"
"6064,208,Bears,Rhinos"
"6065,208,Dodgers,Elite"
"6066,208,Bears,Shadow"
"6067,208,Outlaws,Rhinos"
"6068,208,Outlaws,Pirates"
"6069,208,Flames,Sharks"
"6070,208,Aviators,Hive"
"6071,208,Puffins,Sabres"
"6072,208,Bulls,Tyrants"
"6091,209,Puffins,Wolves"
"6092,209,Sabres,Foxes"
"6093,209,Ducks,Hive"
"6094,209,Hawks,Aviators"
"6095,209,Jets,Spartans"
"6096,209,Knights,Express"
"6097,209,Eclipse,Lightning"
"6098,209,Hurricanes,Blizzard"
"6099,209,Demolition,Wizards"
"6100,209,Spectre,Comets"
"6101,209,Shadow,Flames"
"6102,209,Outlaws,Rhinos"
"6103,209,Pirates,Bears"
"6104,209,Dodgers,Tyrants"
"6105,209,Elite,Bulls"
"6106,209,Outlaws,Shadow"
"6107,209,Rhinos,Bears"
"6108,209,Pandas,Sharks"
"6109,218,Bears,Tyrants"
